entity_id,company_name,cin,composite_risk_score,risk_tier,bid_pattern_score,shell_risk_score,political_score,financials_score,num_connections,requires_human_review
U51505AS2014OPC011922,MOBACTURERS TRADING PRIVATE LIMITED (OPC),U51505AS2014OPC011922,19.97,LOW,0.0,45.0,0.0,43.59,0,False
U37200AS2020OPC020489,SAJALNATH EXPORT (OPC) PRIVATE LIMITED,U37200AS2020OPC020489,19.97,LOW,0.0,45.0,0.0,43.59,0,False
U74999AS2017OPC018239,THEKERAGURI LIVESTOCK FARM (OPC) PRIVATE LIMITED,U74999AS2017OPC018239,19.97,LOW,0.0,45.0,0.0,43.59,0,False
U85499AS2023OPC024565,GLORIOUS FEAT EDUCATION (OPC) PRIVATE LIMITED,U85499AS2023OPC024565,19.97,LOW,0.0,45.0,0.0,43.59,0,False
U74999AS2019OPC019658,ABK INFRA SERVICES (OPC) PRIVATE LIMITED,U74999AS2019OPC019658,19.97,LOW,0.0,45.0,0.0,43.59,0,False
U93000AS2017OPC018077,OOOGLEEE SERVICES (OPC) PRIVATE LIMITED,U93000AS2017OPC018077,19.97,LOW,0.0,45.0,0.0,43.59,0,False
U41000AS2020OPC020658,DR PIPE SOLUTIONS (OPC) PRIVATE LIMITED,U41000AS2020OPC020658,19.97,LOW,0.0,45.0,0.0,43.59,0,False
U45400AS2019OPC019650,DHANSIRI CONSTRUCTION (OPC) PRIVATE LIMITED,U45400AS2019OPC019650,19.97,LOW,0.0,45.0,0.0,43.59,0,False
U74990AS2014OPC011919,VANATEEG MARKETING PRIVATE LIMITED (OPC),U74990AS2014OPC011919,19.97,LOW,0.0,45.0,0.0,43.59,0,False
U74999AS2016OPC017528,DASVISION MARKETING (OPC) PRIVATE LIMITED,U74999AS2016OPC017528,19.97,LOW,0.0,45.0,0.0,43.59,0,False
U45500AS2017OPC017794,HIMS MARINE INFRASTRUCTURE TECHNO AND SECURITY (OPC) PRIVATE LIMITED,U45500AS2017OPC017794,19.97,LOW,0.0,45.0,0.0,43.59,0,False
U74999AS2017OPC018127,TAKSHILLA ENGINEERING (OPC) PRIVATE LIMITED,U74999AS2017OPC018127,19.97,LOW,0.0,45.0,0.0,43.59,0,False
U31909AS2022OPC023370,NEECS APPLIANCES (OPC) PRIVATE LIMITED,U31909AS2022OPC023370,19.97,LOW,0.0,45.0,0.0,43.59,0,False
U40106AS2017OPC018001,SUNNOVA ENERGY SOLUTIONS (OPC) PRIVATE LIMITED,U40106AS2017OPC018001,19.97,LOW,0.0,45.0,0.0,43.59,0,False
U01403AS2015OPC012109,CONDUCIVE AGROTECH OPC PRIVATE LIMITED,U01403AS2015OPC012109,19.97,LOW,0.0,45.0,0.0,43.59,0,False
U74999AS2019OPC019679,SOFTCAP VENTURE (OPC) PRIVATE LIMITED,U74999AS2019OPC019679,19.97,LOW,0.0,45.0,0.0,43.59,0,False
U52100AS2019OPC019064,RSKSMAR TRADERS (OPC) PRIVATE LIMITED,U52100AS2019OPC019064,19.97,LOW,0.0,45.0,0.0,43.59,0,False
U41002AS2023OPC024467,SAHIN ENTERPRISE (OPC) PRIVATE LIMITED,U41002AS2023OPC024467,19.95,LOW,0.0,40.0,0.0,49.77,0,False
U43299AS2023OPC024534,NIYOR INFRASTRUCTURE AND CONSULTANCY (OPC) PRIVATE LIMITED,U43299AS2023OPC024534,19.95,LOW,0.0,40.0,0.0,49.77,0,False
U24290AS2021OPC022013,BADEE MULTITRADES (OPC) PRIVATE LIMITED,U24290AS2021OPC022013,19.95,LOW,0.0,40.0,0.0,49.77,0,False
U58131AS2023OPC025125,PRATIBIMBA BROADCAST MEDIA (OPC) PRIVATE LIMITED,U58131AS2023OPC025125,19.95,LOW,0.0,40.0,0.0,49.77,0,False
U51909AS1988PLC002943,PURBANCHAL FINANCE LIMITED,U51909AS1988PLC002943,19.95,LOW,0.0,35.0,0.0,56.02,0,False
U25209AS1983PTC002066,GETWELL SYRINGE PVT LTD,U25209AS1983PTC002066,19.94,LOW,0.0,35.28,0.0,55.62,1,False
U74999AS2020OPC020730,GAMEREVIEWS (OPC) PRIVATE LIMITED,U74999AS2020OPC020730,19.92,LOW,0.0,40.0,0.0,49.62,0,False
U26109AS1999PTC005861,LOHIT GLASS PRIVATE LIMITED,U26109AS1999PTC005861,19.91,LOW,0.0,35.0,0.0,55.82,0,False
U70109AS2009PLC008992,ABHILASHA REAL ESTATE & MARKETING CORPOR ATION LIMITED,U70109AS2009PLC008992,19.91,LOW,0.0,35.0,0.0,55.8,0,False
U72100AS1989PTC003333,PETROTRADE INDIA PVT LTD,U72100AS1989PTC003333,19.91,LOW,0.0,35.0,0.0,55.8,0,False
U85199AS1991PTC003593,PRAG DISPO SYRINGE PVT. LTD.,U85199AS1991PTC003593,19.89,LOW,0.0,35.0,0.0,55.7,0,False
U63090AS2012PTC011158,VIAAN HOSPITALITY AMUSEMENT TOURS AND TR AVELS PRIVATE LIMITED,U63090AS2012PTC011158,19.88,LOW,0.0,35.0,0.0,55.65,0,False
L51909AS1983PLC002083,DRUZHBA ENGINEERING INDIA LTD,L51909AS1983PLC002083,19.85,LOW,0.0,35.0,0.0,55.52,0,False
U51909AS2020OPC020197,BRIGHT WINGS MARKETING (OPC) PRIVATE LIMITED,U51909AS2020OPC020197,19.82,LOW,0.0,40.0,0.0,49.1,0,False
U74999AS2022OPC022824,MOROMEE ADVERTISING (OPC) PRIVATE LIMITED,U74999AS2022OPC022824,19.82,LOW,0.0,40.0,0.0,49.1,0,False
U80900AS2022OPC023531,NECA COMPUTER EDUCATION (OPC) PRIVATE LIMITED,U80900AS2022OPC023531,19.82,LOW,0.0,40.0,0.0,49.1,0,False
U51909AS2021OPC021257,HULLET TRADING (OPC) PRIVATE LIMITED,U51909AS2021OPC021257,19.82,LOW,0.0,40.0,0.0,49.1,0,False
U74999AS2019OPC019069,RIMTS IDEAL MULTIPLEX TRADING AND SOLUTIONS (OPC) PRIVATE LIMITED,U74999AS2019OPC019069,19.82,LOW,0.0,40.0,0.0,49.1,0,False
U70101AS2004PTC007482,HIMATSINGKA BUILDERS PRIVATE LIMITED,U70101AS2004PTC007482,19.82,LOW,0.0,35.0,0.0,55.34,0,False
U62011AS2023OPC025312,HISANZEE DIGITAL MARKETING (OPC) PRIVATE LIMITED,U62011AS2023OPC025312,19.82,LOW,0.0,40.0,0.0,49.1,0,False
U72900AS2022OPC022786,PERRIL TECHNOLOGIES (OPC) PRIVATE LIMITED,U72900AS2022OPC022786,19.82,LOW,0.0,40.0,0.0,49.1,0,False
U63030AS2022OPC022591,AZ NATURE TRAVELS (OPC) PRIVATE LIMITED,U63030AS2022OPC022591,19.82,LOW,0.0,40.0,0.0,49.1,0,False
U24110AS2023OPC024157,PROLIFT AGRO (OPC) PRIVATE LIMITED,U24110AS2023OPC024157,19.82,LOW,0.0,40.0,0.0,49.1,0,False
U74999AS2021OPC021565,RUPOHI TRADING (OPC) PRIVATE LIMITED,U74999AS2021OPC021565,19.82,LOW,0.0,40.0,0.0,49.1,0,False
U18100AS2020OPC020131,R&D PERSONAL ASSISTANCE (OPC) PRIVATE LIMITED,U18100AS2020OPC020131,19.82,LOW,0.0,40.0,0.0,49.1,0,False
U74999AS2018OPC018487,GROUNDCOVER GRASSES NORTHEAST (OPC) PRIVATE LIMITED,U74999AS2018OPC018487,19.82,LOW,0.0,40.0,0.0,49.1,0,False
U72900AS2022OPC023789,TWILIGHT TECHNOLOGIES (OPC) PRIVATE LIMITED,U72900AS2022OPC023789,19.82,LOW,0.0,40.0,0.0,49.1,0,False
U67120AS1996PTC004907,HIRAKJYOTI FINANCE PRIVATE LIMITED,U67120AS1996PTC004907,19.78,LOW,0.0,35.0,0.0,55.14,0,False
U99999AS1985PTC002324,INDUCON INDIA LTD.,U99999AS1985PTC002324,19.76,LOW,0.0,35.28,0.0,54.68,1,False
U74999AS2013PTC011602,THREE CONE SHOPPING & MARKETING PRIVATE LIMITED,U74999AS2013PTC011602,19.69,LOW,0.0,35.0,0.0,54.68,0,False
U99999AS1994PLC004125,NOVEL CONSUMER PRODUCTS PVT LTD.,U99999AS1994PLC004125,19.69,LOW,0.0,35.0,0.0,54.68,0,False
U17295AS2006PLC007295,HILLS CEMENT COMPANY LIMITED,U17295AS2006PLC007295,19.69,LOW,0.0,35.0,0.0,54.68,0,False
U86909AS2018GAT018380,SOUTH ASIA CANCER CARE PRIVATE LIMITED,U86909AS2018GAT018380,19.69,LOW,0.0,35.0,0.0,54.68,0,False
U27310AS2006PLC007711,SATYAM ISPAT NORTH EAST LIMITED,U27310AS2006PLC007711,19.69,LOW,0.0,35.0,0.0,54.68,0,False
U51109AS1949PTC000907,BUILDERS STORES & AGENCY CO PVT LTD,U51109AS1949PTC000907,19.68,LOW,0.0,49.17,0.0,36.96,1,False
U14200AS2012PTC011185,NBR MINES AND MINERALS PRIVATE LIMITED,U14200AS2012PTC011185,19.62,LOW,11.11,30.28,0.0,43.59,1,False
U45500AS2016PTC017552,HANUMANTA ENTRADE PRIVATE LIMITED,U45500AS2016PTC017552,19.6,LOW,0.0,35.28,0.0,53.9,1,False
U74999AS2020PTC020147,LOHITSCRIBE TECHNOLOGY PRIVATE LIMITED,U74999AS2020PTC020147,19.59,LOW,0.0,49.72,0.0,35.81,1,False
U74210AS1998PTC005402,SREE SURYA COMMERCIAL PVT LTD,U74210AS1998PTC005402,19.52,LOW,0.0,49.17,0.0,36.14,1,False
U85110AS1993PLC003969,SUNLIT HOSPITAL LIMITED,U85110AS1993PLC003969,19.46,LOW,0.0,35.0,0.0,53.56,0,False
U67120AS1994PTC004119,DHANVARSA MARKETING AND INVESTMENT SERVICES PVT LTD,U67120AS1994PTC004119,19.45,LOW,0.0,49.17,0.0,35.81,1,False
U45202AS2006PLC008224,INFRASTRUCTURE DEVELOPMENT CORPORATION OF ASSAM LIMITED,U45202AS2006PLC008224,19.42,LOW,0.0,35.28,0.0,52.98,1,False
U74999AS2017PTC018181,VILLENTRE PRIVATE LIMITED,U74999AS2017PTC018181,19.42,LOW,0.0,35.0,0.0,53.36,0,False
U63030AS2019PTC019499,HARAMAIN DIVINE (I) PRIVATE LIMITED,U63030AS2019PTC019499,19.4,LOW,0.0,35.0,0.0,53.26,0,False
U67120AS2001PTC006711,MANJUSHA STOCKS PRIVATE LIMITED,U67120AS2001PTC006711,19.38,LOW,0.0,35.0,0.0,53.17,0,False
U15142AS1974PTC001579,SHANTI SAVINGS CO PVT LTD,U15142AS1974PTC001579,19.23,LOW,0.0,35.28,0.0,52.05,1,False
U27107AS1989PTC003314,MOHENDRA TECHNOLOGICAL INDUSTRIES PVT.LT D.,U27107AS1989PTC003314,19.2,LOW,0.0,35.0,0.0,52.27,0,False
U56101AS2024PTC026104,DEVIL'S BURGER AND MORE PRIVATE LIMITED,U56101AS2024PTC026104,19.18,LOW,0.0,45.83,0.0,38.59,1,False
U88900AS2025NPL027791,MAA KAMAKHYA UNSUNG HEROES FOUNDATION,U88900AS2025NPL027791,19.18,LOW,0.0,45.83,0.0,38.59,1,False
U88900AS2025NPL027743,MAA KAMAKHYA MEDICAL RESEARCH FOUNDATION,U88900AS2025NPL027743,19.18,LOW,0.0,45.83,0.0,38.59,1,False
U88900AS2025NPL027769,HAFLONG AS08 EDUVERSITY FOUNDATION,U88900AS2025NPL027769,19.18,LOW,0.0,45.83,0.0,38.59,1,False
U88900AS2025NPL027767,KARBI ANGLONG AS09 EDUVERSITY FOUNDATION,U88900AS2025NPL027767,19.18,LOW,0.0,45.83,0.0,38.59,1,False
U22110AS1968PTC001291,ASOM PRAKASHNI PVT LTD,U22110AS1968PTC001291,19.16,LOW,0.0,35.0,0.0,52.05,0,False
U74999AS2020PTC020491,PFMB INDIA DIGITAL PRIVATE LIMITED,U74999AS2020PTC020491,19.16,LOW,0.0,35.0,0.0,52.05,0,False
U72900AS2020PTC020545,G PE TECHNOLOGY PRIVATE LIMITED,U72900AS2020PTC020545,19.16,LOW,0.0,35.0,0.0,52.05,0,False
U51900AS2019PTC019301,PAALSONS MULTIPURPOSE COLD STORAGE PRIVATE LIMITED,U51900AS2019PTC019301,19.16,LOW,0.0,35.0,0.0,52.05,0,False
U72100AS1974PTC001609,BULBUL SAVINGS & FINANCE CO PVT LTD,U72100AS1974PTC001609,19.16,LOW,0.0,35.0,0.0,52.05,0,False
U01114AS2020PTC020057,KMU CHICK FEEDS PRIVATE LIMITED,U01114AS2020PTC020057,19.16,LOW,0.0,35.0,0.0,52.05,0,False
U72100AS1975PTC001621,ASHIRBAD SAVINGS & CHIT FUND PVT LTD,U72100AS1975PTC001621,19.16,LOW,0.0,35.0,0.0,52.05,0,False
U72100AS1974PTC001530,SHREEMA CREDIT & INVESTMENT CO PVT LTD,U72100AS1974PTC001530,19.16,LOW,0.0,35.0,0.0,52.05,0,False
U01222AS1974PTC001490,BRAHMAPUTRA SAVINGS & CHIT FUND PVT LTD,U01222AS1974PTC001490,19.16,LOW,0.0,35.0,0.0,52.05,0,False
U45309AS2023PTC024082,K.G.S.P ASSOCIATES PRIVATE LIMITED,U45309AS2023PTC024082,19.15,LOW,0.0,30.28,4.69,52.05,2,False
U85500AS2025NPL027519,LAZYSOFT FOUNDATION,U85500AS2025NPL027519,19.11,LOW,0.0,45.56,0.0,38.59,1,False
U85500AS2025NPL027533,BODOLAND EDUVERSITY FOUNDATION,U85500AS2025NPL027533,19.11,LOW,0.0,45.56,0.0,38.59,1,False
U88100AS2025NPL027893,GRAMYA SARVODAYA FOUNDATION,U88100AS2025NPL027893,19.11,LOW,0.0,45.56,0.0,38.59,1,False
U46901AS2025PTC027710,COLDENS CORPS PRIVATE LIMITED,U46901AS2025PTC027710,19.11,LOW,0.0,45.56,0.0,38.59,1,False
U82990AS2025PTC027693,KRISHOK BITTWO AGGREGATOR PRIVATE LIMITED,U82990AS2025PTC027693,19.11,LOW,0.0,45.56,0.0,38.59,1,False
U88900AS2024NPL026509,RHINO MICRO SERVICES FOUNDATION,U88900AS2024NPL026509,19.11,LOW,0.0,45.56,0.0,38.59,1,False
U85500AS2025NPL027582,LAIRAM EDUVERSITY DEVELOPMENT FOUNDATION,U85500AS2025NPL027582,19.11,LOW,0.0,45.56,0.0,38.59,1,False
U01820AS2017OPC018000,BASICS AGROTECH (OPC) PRIVATE LIMITED,U01820AS2017OPC018000,19.02,LOW,0.0,50.83,0.0,31.56,1,False
U74210AS1964PTC001237,SARADA CHARAN BARADA KANTO ROY PVT LTD,U74210AS1964PTC001237,19.0,LOW,0.0,35.28,0.0,50.92,1,False
U51909AS2003PTC007126,ASHTHA COMMERCIAL PRIVATE LIMITED,U51909AS2003PTC007126,18.99,LOW,0.0,46.39,0.0,36.96,1,False
U72100AS1975PTC001624,NAHARKATIYA FINANCE & CHIT FUND CO PVT L TD,U72100AS1975PTC001624,18.94,LOW,0.0,35.0,0.0,50.94,0,False
U72100AS1974PTC001500,AGROODOOT CREDIT & INVESTMENT CO PVT LTD,U72100AS1974PTC001500,18.94,LOW,0.0,35.0,0.0,50.93,0,False
U65929AS1974PTC001505,POPULAR SAVINGS PVT LTD,U65929AS1974PTC001505,18.93,LOW,0.0,35.0,0.0,50.92,0,False
U72100AS1974PTC001477,MAA KALI CHIT & SAVINGS CO PVT LTD,U72100AS1974PTC001477,18.92,LOW,0.0,35.0,0.0,50.87,0,False
U72100AS1952PTC001018,DHING FARMERS ASSOCIATION PVT LTD,U72100AS1952PTC001018,18.92,LOW,0.0,35.0,0.0,50.83,0,False
U72100AS1974PTC001562,REPPROCHAMENT SAVINGS & FINANCE CO PVT L TD,U72100AS1974PTC001562,18.92,LOW,0.0,35.0,0.0,50.87,0,False
U15314AS1923PTC000279,PANITOLA STORES PVT LTD,U15314AS1923PTC000279,18.91,LOW,0.0,35.28,0.0,50.43,1,False
U72100AS1975PTC001612,SUNFLOWER SAVINGS & FINANCE PVT LTD,U72100AS1975PTC001612,18.91,LOW,0.0,35.0,0.0,50.82,0,False
U72100AS1958PTC001140,FRIEND & CO DISTRIBUTORS PVT LTD,U72100AS1958PTC001140,18.91,LOW,0.0,35.28,0.0,50.43,1,False
U01132AS1974PTC001528,LUITPAR CHIT & SAVINGS CO PVT LTD,U01132AS1974PTC001528,18.91,LOW,0.0,35.0,0.0,50.79,0,False
U65929AS1974PTC001569,NIVEDITA INVESTMENT CREDIT CO PVT LTD,U65929AS1974PTC001569,18.91,LOW,0.0,35.0,0.0,50.79,0,False
U52609AS2021PTC021049,HYPERTRANCE CONSUMER PRIVATE LIMITED,U52609AS2021PTC021049,18.91,LOW,0.0,35.28,0.0,50.43,1,False
U01119AS1998PTC005373,MIDAS TEA AND FARMS PVT LTD,U01119AS1998PTC005373,18.84,LOW,0.0,35.0,0.0,50.43,0,False
U24232AS1951PTC000977,NEW PHARMACY PVT LTD,U24232AS1951PTC000977,18.84,LOW,0.0,35.0,0.0,50.43,0,False
U70200AS1993PTC003869,ANJ REAL ESTATES PVT LTD,U70200AS1993PTC003869,18.84,LOW,0.0,35.0,0.0,50.43,0,False
U55209AS2021PTC020946,VANUEX PRIVATE LIMITED,U55209AS2021PTC020946,18.84,LOW,0.0,35.0,0.0,50.43,0,False
U72900AS2020PTC020217,KRYPTO DEVELOPERS PRIVATE LIMITED,U72900AS2020PTC020217,18.84,LOW,0.0,35.0,0.0,50.43,0,False
U72100AS1974PTC001602,BIPASHA CREDIT & FINANCE PVT LTD,U72100AS1974PTC001602,18.84,LOW,0.0,35.0,0.0,50.43,0,False
U74920AS2000PTC006216,RHINO SECURITY TRAINING AND SERVICES PRI VATE LIMITED,U74920AS2000PTC006216,18.84,LOW,0.0,35.0,0.0,50.43,0,False
U01409AS1995PTC004414,JAYANTI FARMING AND FORESTRY RESEARCH CE NTRE PVT LTD,U01409AS1995PTC004414,18.84,LOW,0.0,35.0,0.0,50.43,0,False
U72200AS1994PTC004329,MERCURY SYSTEMS PVT LTD,U72200AS1994PTC004329,18.84,LOW,0.0,35.0,0.0,50.43,0,False
U72900AS2022PTC022624,LALBON MARKETING PRIVATE LIMITED,U72900AS2022PTC022624,18.84,LOW,0.0,35.0,0.0,50.43,0,False
U74920AS2000PTC006161,NETWORK SECURITY SERVICES PRIVATE LIMITED,U74920AS2000PTC006161,18.84,LOW,0.0,35.0,0.0,50.43,0,False
U55101AS1995PTC004412,JAYANTI TOURISM NORTH EAST PVT LTD,U55101AS1995PTC004412,18.84,LOW,0.0,35.0,0.0,50.43,0,False
U74300AS1997PTC004939,LUIT GRAPHICA DESIGN STUDIO PRIVATE LIMITED,U74300AS1997PTC004939,18.84,LOW,0.0,35.0,0.0,50.43,0,False
U70200AS1993PTC003879,HERITAGE HOME AND REALTY DEVELOPERS PVT LTD,U70200AS1993PTC003879,18.84,LOW,0.0,35.0,0.0,50.43,0,False
U74140AS1997PTC005093,NAVIN CONSULTANCY SERVICES PVT LTD,U74140AS1997PTC005093,18.84,LOW,0.0,35.0,0.0,50.43,0,False
U36912AS2012PTC011063,SHREE PARSHWANATH JEWELS PRIVATE LIMITED,U36912AS2012PTC011063,18.84,LOW,0.0,45.0,0.0,37.93,1,False
U72900AS2018PTC018940,PHENOM PROFESSIONALS PRIVATE LIMITED,U72900AS2018PTC018940,18.84,LOW,0.0,35.0,0.0,50.43,0,False
U64202AS2000PTC006261,I-CENTRIC SOLUTIONS PRIVATE LIMITED,U64202AS2000PTC006261,18.84,LOW,0.0,35.0,0.0,50.43,0,False
U14220AS1997PTC005148,MRITYUNJAY TRADING PRIVATE LIMITED,U14220AS1997PTC005148,18.84,LOW,0.0,35.0,0.0,50.43,0,False
U72100AS1973PTC001443,GREEN VIEW SAVINGS CO PVT LTD,U72100AS1973PTC001443,18.84,LOW,0.0,35.0,0.0,50.43,0,False
U45203AS2020PTC020488,FIXONA CONSTRUCTION PRIVATE LIMITED,U45203AS2020PTC020488,18.84,LOW,0.0,35.0,0.0,50.43,0,False
U74999AS2017PTC018218,RAPTAS TAXATION SERVICES PRIVATE LIMITED,U74999AS2017PTC018218,18.84,LOW,0.0,35.0,0.0,50.43,0,False
U52339AS2020PTC020430,ENIGMATRIX MARKETING PRIVATE LIMITED,U52339AS2020PTC020430,18.84,LOW,0.0,35.0,0.0,50.43,0,False
U22219AS1991PTC003578,BECON ADVERTISING PVT LTD,U22219AS1991PTC003578,18.84,LOW,0.0,35.0,0.0,50.43,0,False
U72900AS2019PTC019732,WANDERFLEET TECHNOLOGIES PRIVATE LIMITED,U72900AS2019PTC019732,18.84,LOW,0.0,35.0,0.0,50.43,0,False
U45209AS2021PTC021087,MUMIN INFRASTRUCTURE PRIVATE LIMITED,U45209AS2021PTC021087,18.84,LOW,0.0,35.0,0.0,50.43,0,False
U51397AS1999PTC005651,NE MARKETING SERVICES PRIVATE LIMITED,U51397AS1999PTC005651,18.84,LOW,0.0,35.0,0.0,50.43,0,False
U65929AS1974PTC001576,DHIRAJ SAVINGS UNIT PVT LTD,U65929AS1974PTC001576,18.81,LOW,0.0,35.28,0.0,49.97,1,False
U51909AS1956PTC001079,MURLIDHAR AGARWALLA & CO PVT LTD,U51909AS1956PTC001079,18.81,LOW,0.0,35.28,0.0,49.97,1,False
U70101AS1974PTC001509,VERSATILE SAVINGS & INVESTMENT CO PVT LT D,U70101AS1974PTC001509,18.81,LOW,0.0,35.28,0.0,49.97,1,False
U51501AS2016OPC017466,INDUS ENTRADERS (OPC) PRIVATE LIMITED,U51501AS2016OPC017466,18.79,LOW,0.0,40.28,0.0,43.59,1,False
U72900AS2020OPC019921,CYBERONION (OPC) PRIVATE LIMITED,U72900AS2020OPC019921,18.79,LOW,0.0,40.28,0.0,43.59,1,False
U93090AS2021OPC022271,DRITU LAB SERVICES (OPC) PRIVATE LIMITED,U93090AS2021OPC022271,18.79,LOW,0.0,40.28,0.0,43.59,1,False
U51909AS2022OPC022900,NIXIE PREMIUM (OPC) PRIVATE LIMITED,U51909AS2022OPC022900,18.79,LOW,0.0,40.28,0.0,43.59,1,False
U85300AS2020OPC020359,LB SEVA HOME HEALTH CARE (OPC) PRIVATE LIMITED,U85300AS2020OPC020359,18.79,LOW,0.0,40.28,0.0,43.59,1,False
U52599AS2018OPC018868,KARUALA HEALTHCARE (OPC) PRIVATE LIMITED,U52599AS2018OPC018868,18.79,LOW,0.0,40.28,0.0,43.59,1,False
U27400AS2023OPC024936,ROSE AXOM CLINIC (OPC) PRIVATE LIMITED,U27400AS2023OPC024936,18.79,LOW,0.0,40.28,0.0,43.59,1,False
U74999AS2022OPC023698,VALUABLE LIFE SMARTNESS (OPC) PRIVATE LIMITED,U74999AS2022OPC023698,18.79,LOW,0.0,40.28,0.0,43.59,1,False
U24290AS2021OPC022114,NARAYANI CHEMICALS (OPC) PRIVATE LIMITED,U24290AS2021OPC022114,18.79,LOW,0.0,40.28,0.0,43.59,1,False
U77309AS2019OPC019755,BCSP SERVICES (OPC) PRIVATE LIMITED,U77309AS2019OPC019755,18.79,LOW,0.0,40.28,0.0,43.59,1,False
U74999AS2019PTC019449,COLORKNOTS SOLUTIONS PRIVATE LIMITED,U74999AS2019PTC019449,18.77,LOW,0.0,35.28,0.0,49.77,1,False
U15549AS2017PTC017852,JYAN JYOTI PRODUCTION PRIVATE LIMITED,U15549AS2017PTC017852,18.77,LOW,0.0,35.28,0.0,49.77,1,False
U72100AS1948PTC000874,K. CHALIHA & BROTHERS PVT LTD,U72100AS1948PTC000874,18.76,LOW,0.0,35.0,0.0,50.04,0,False
U65929AS1987PTC002729,KAMRUP FINANCE CO PVT LTD,U65929AS1987PTC002729,18.76,LOW,0.0,35.0,0.0,50.05,0,False
U01132AS2021PTC021052,TEAFALAP BEVERAGES PRIVATE LIMITED,U01132AS2021PTC021052,18.76,LOW,0.0,35.0,0.0,50.07,0,False
U01132AS1973PTC001452,DILIGENT CHIT FUND CO PVT LTD,U01132AS1973PTC001452,18.76,LOW,0.0,35.0,0.0,50.07,0,False
U70101AS1994PTC004109,PRAGJYOTISH REAL ESTATE DEVELOPERS PVT L TD,U70101AS1994PTC004109,18.74,LOW,0.0,35.0,0.0,49.97,0,False
U72900AS2021PTC021004,SVASTHIK FITNESS PRIVATE LIMITED,U72900AS2021PTC021004,18.74,LOW,0.0,35.0,0.0,49.97,0,False
U45309AS1951PLC000984,ASSAM FISHERY & DAIRY CO LTD,U45309AS1951PLC000984,18.73,LOW,0.0,35.0,0.0,49.91,0,False
U47190AS2023OPC025527,KAMALA JEE MEGA MART (OPC) PRIVATE LIMITED,U47190AS2023OPC025527,18.72,LOW,0.0,40.0,0.0,43.59,0,False
U45209AS2021OPC021590,NILAKHI PROJECTS & SUPPLY (OPC) PRIVATE LIMITED,U45209AS2021OPC021590,18.72,LOW,0.0,40.0,0.0,43.59,0,False
U74140AS2016OPC012381,ACCSYS INDIA (OPC) PRIVATE LIMITED,U74140AS2016OPC012381,18.72,LOW,0.0,40.0,0.0,43.59,0,False
U80903AS2021OPC021427,AGT BIOSCIENCES (OPC) PRIVATE LIMITED,U80903AS2021OPC021427,18.72,LOW,0.0,40.0,0.0,43.59,0,False
U74999AS2021OPC022196,BPO MATADOR INDIA (OPC) PRIVATE LIMITED,U74999AS2021OPC022196,18.72,LOW,0.0,40.0,0.0,43.59,0,False
U21009AS2023OPC024891,SARAMA THERAPIES (OPC) PRIVATE LIMITED,U21009AS2023OPC024891,18.72,LOW,0.0,40.0,0.0,43.59,0,False
U60232AS2022OPC022584,FARM FRESH CARGO AND LOGISTICS (OPC) PRIVATE LIMITED,U60232AS2022OPC022584,18.72,LOW,0.0,40.0,0.0,43.59,0,False
U52100AS2021OPC020937,WELL VISION MARKETING (OPC) PRIVATE LIMITED,U52100AS2021OPC020937,18.72,LOW,0.0,40.0,0.0,43.59,0,False
U29100AS2022OPC024014,JAKARU TECHNOLOGIES (OPC) PRIVATE LIMITED,U29100AS2022OPC024014,18.72,LOW,0.0,40.0,0.0,43.59,0,False
U01100AS2021OPC021861,ARIYAN AGRO (OPC) PRIVATE LIMITED,U01100AS2021OPC021861,18.72,LOW,0.0,40.0,0.0,43.59,0,False
U64203AS2014OPC011794,HIGHNET BROADBAND & TECHNOLOGIES PRIVATE LIMITED (OPC),U64203AS2014OPC011794,18.72,LOW,0.0,40.0,0.0,43.59,0,False
U40100AS2021OPC021433,SCS INNOVATION (OPC) PRIVATE LIMITED,U40100AS2021OPC021433,18.72,LOW,0.0,40.0,0.0,43.59,0,False
U52520AS2021OPC021441,ADJABOT (OPC) PRIVATE LIMITED,U52520AS2021OPC021441,18.72,LOW,0.0,40.0,0.0,43.59,0,False
U70200AS2023OPC025408,R SHARMA CONSULTANCY (OPC) PRIVATE LIMITED,U70200AS2023OPC025408,18.72,LOW,0.0,40.0,0.0,43.59,0,False
U62013AS2023OPC025417,NODE ODYSSEY (OPC) PRIVATE LIMITED,U62013AS2023OPC025417,18.72,LOW,0.0,40.0,0.0,43.59,0,False
U51909AS2021OPC021253,OAKLIV ECO INDIA (OPC) PRIVATE LIMITED,U51909AS2021OPC021253,18.72,LOW,0.0,40.0,0.0,43.59,0,False
U29308AS2019OPC019582,DIPANJILI ELECTRONIC MANUFACTURE & SERVICES (OPC) PRIVATE LIMITED,U29308AS2019OPC019582,18.72,LOW,0.0,40.0,0.0,43.59,0,False
U56101AS2023OPC025610,AYURQUENCH (OPC) PRIVATE LIMITED,U56101AS2023OPC025610,18.72,LOW,0.0,40.0,0.0,43.59,0,False
U40106AS2021OPC021301,SANGMA SOLAR (OPC) PRIVATE LIMITED,U40106AS2021OPC021301,18.72,LOW,0.0,40.0,0.0,43.59,0,False
U74999AS2018OPC018633,THAKURIS HEALTH AND BEAUTY (OPC) PRIVATE LIMITED,U74999AS2018OPC018633,18.72,LOW,0.0,40.0,0.0,43.59,0,False
