entity_id,entity_name,entity_type,source
U51909AS2021PTC021084,DENALIN FRAGRANCE PRIVATE LIMITED,COMPANY,companies_registry
U51909AS2021PTC022348,ARIGOS PHARMACEUTICAL PRIVATE LIMITED,COMPANY,companies_registry
U51909AS2021PTC022358,ANISA INTERNATIONAL TRADING PRIVATE LIMITED,COMPANY,companies_registry
U51909AS2022PTC022789,SARAF STEELS AGENCY PRIVATE LIMITED,COMPANY,companies_registry
U51909AS2022PTC022999,ORHPEN WELLNESS PRIVATE LIMITED,COMPANY,companies_registry
U70101AS1972PTC001376,GAUHATI LAND DEVELOPMENT CO PVT LTD,COMPANY,companies_registry
U70101AS1994PTC004158,GREENFIELD APARTMENTS PVT LTD,COMPANY,companies_registry
U70101AS1996PTC004830,BERIAL HOUSING PVT LTD.,COMPANY,companies_registry
U70101AS1996PTC004853,SHIVA SAMBHU MARKET PRIVATE LIMITED,COMPANY,companies_registry
U70101AS1997PTC005229,BRAHMAPUTRA COMMERCIAL AND BUILDERS PVT LTD,COMPANY,companies_registry
U70101AS1998PTC005351,BELTOLA HOLDINGS AND PROPERTIES PVT LTD,COMPANY,companies_registry
U70101AS1998PTC005385,LALIT HEAVY CHEMICALS PVT LTD,COMPANY,companies_registry
U70101AS1999PTC005877,BHARGABI COMMERCIALS PVT LTD,COMPANY,companies_registry
U70101AS1999PTC005899,J D ENTRADE PRIVATE LIMITED,COMPANY,companies_registry
U70101AS1999PTC005908,JAJODIA REAL ESTATES PRIVATE LIMITED,COMPANY,companies_registry
U70101AS2000PTC006223,VED PROMOTERS PRIVATE LIMITED,COMPANY,companies_registry
U70101AS2002PTC006721,SUN SYNDICATE BUILDERS PRIVATE LIMITED,COMPANY,companies_registry
U70101AS2004PTC007381,H & Z DEVELOPERS PRIVATE LIMITED,COMPANY,companies_registry
U70101AS2004PTC007540,PADMALAYA BUILDERS COMPANY PRIVATE LIMITED,COMPANY,companies_registry
U70101AS2005PTC007651,UTTARAYAN DEVELOPERS PRIVATE LIMITED,COMPANY,companies_registry
U70101AS2005PTC007796,AYUSHI DEVELOPERS PRIVATE LIMITED,COMPANY,companies_registry
U70101AS2005PTC008019,RISHAB REALTORS PRIVATE LIMITED,COMPANY,companies_registry
U70101AS2007PTC008291,LOWER SUBANSIRI CONSTRUCTIONS PRIVATE LIMITED,COMPANY,companies_registry
U70101AS2007PTC008372,DYNACON INFRASTRUCTURE PRIVATE LIMITED,COMPANY,companies_registry
U70101AS2007PTC008536,MANGALAM SAMPADA PRIVATE LIMITED,COMPANY,companies_registry
U70101AS2010PLC009662,JANO CHETANA REAL ESTATE LIMITED,COMPANY,companies_registry
U70101AS2010PLC009794,SU-BISHAL REAL ESTATE & SERVICES LIMITED,COMPANY,companies_registry
U70101AS2011PTC010567,ZENITH REAL ESTATE DEVELOPERS (I) PRIVATE LIMITED,COMPANY,companies_registry
U70101AS2011PTC010804,BRAHMAPUTRA PROPERTY DEALER AND DEVELOPER PRIVATE LIMITED,COMPANY,companies_registry
U70101AS2012PTC011043,AARISH DEVELOPERS (INDIA) PRIVATE LIMITED,COMPANY,companies_registry
U70102AS2011PTC010481,ABC REAL ESTATE DEVELOPERS PRIVATE LIMITED,COMPANY,companies_registry
U85320AS2017PTC017977,RAAHAT LIFECARE & SERVICES PRIVATE LIMITED,COMPANY,companies_registry
U85410AS2024NPL026020,WRRIC AROKKIYAM FOUNDATION,COMPANY,companies_registry
U85420AS2024PTC027084,BIPRANSH EDTECH PRIVATE LIMITED,COMPANY,companies_registry
U85491AS2023PTC024896,ELEVATEX PRIVATE LIMITED,COMPANY,companies_registry
U85499AS2023NPL024985,AXOMTECH COMPUTER EDUCATION RESEARCH AND TRAINING FOUNDATION,COMPANY,companies_registry
U85499AS2023PTC024592,NER SKILLS PRIVATE LIMITED,COMPANY,companies_registry
U85499AS2024NPL026341,CREATIVE YOUTH FOUNDATION,COMPANY,companies_registry
U85499AS2024OPC026663,TAKENSTAR EDUCATION AND TECHNOLOGY (OPC) PRIVATE LIMITED,COMPANY,companies_registry
U85499AS2024OPC027033,LAQSHYACG VENTURES (OPC) PRIVATE LIMITED,COMPANY,companies_registry
U85499AS2024PTC026132,GORAJAN GOODLUCK TUTOR CENTRE PRIVATE LIMITED,COMPANY,companies_registry
U85500AS2023NPL024562,GYANINDIT FOUNDATION,COMPANY,companies_registry
U85500AS2023NPL024768,ARUNODOI EDUCATION & RESEARCH FEDERATION,COMPANY,companies_registry
U85500AS2023NPL025396,DARSEV FOUNDATION,COMPANY,companies_registry
U85500AS2023PTC024632,QVSKILL DEVELOPMENT PRIVATE LIMITED,COMPANY,companies_registry
U85500AS2024NPL026537,PURBA BHARATI FOUNDATION,COMPANY,companies_registry
U85500AS2024PTC027047,DIBRUTECH SOLUTIONS PRIVATE LIMITED,COMPANY,companies_registry
U86100AS2024PTC027249,PRATIKSHA WOMEN & CHILD CARE HOSPITAL PRIVATE LIMITED,COMPANY,companies_registry
U86100AS2025PTC027832,ABDUL MUTALIB HOSPITAL & R.C PRIVATE LIMITED,COMPANY,companies_registry
U86900AS2023PTC025729,ASTOVAN HEALTHCARE PRIVATE LIMITED,COMPANY,companies_registry
U86900AS2024NPL026048,DEVOTTOM FOUNDATION,COMPANY,companies_registry
U29100AS2022OPC024014,JAKARU TECHNOLOGIES (OPC) PRIVATE LIMITED,COMPANY,companies_registry
U29109AS2023PTC024274,SBMA ELECTRONIC VEHICLES PRIVATE LIMITED,COMPANY,companies_registry
U29299AS1981PTC001886,INTEGRATED MAZARVI INDUSTRIES PVT LTD,COMPANY,companies_registry
U45202AS2002PTC006853,MANAS ESTABLISHMENT PRIVATE LIMITED,COMPANY,companies_registry
U45202AS2004PTC007558,BHIMASHANKAR BUILDCON PRIVATE LIMITED,COMPANY,companies_registry
U45202AS2006PTC008154,PUSHKARRAJ CONSTRUCTION PRIVATE LIMITED,COMPANY,companies_registry
U45202AS2007PTC008448,BONOSREE PROJECTS PRIVATE LIMITED,COMPANY,companies_registry
U45202AS2011PTC010512,PRINCE INDIA ENGINEERING & TRADING PRIVATE LIMITED,COMPANY,companies_registry
U45202AS2014PTC011962,ACME INFRATRADE PRIVATE LIMITED,COMPANY,companies_registry
U45203AS1984PTC002273,H.A.R. TRADING AND BUILDERS PVT. LTD.,COMPANY,companies_registry
U45203AS1988PTC003059,NEZONE CONSTRUCTIONS PVT LTD,COMPANY,companies_registry
U45203AS1993PTC004016,DHIROOMAL AND SONS PVT LTD,COMPANY,companies_registry
U45203AS1997PTC004948,SANDEEP COMMERCIAL PRIVATE LIMITED,COMPANY,companies_registry
U45203AS2005PTC007683,MUNDRA INFRASTRUCTURE DEVELOPMENT COMPANY PRIVATE LIMITED,COMPANY,companies_registry
U45203AS2010PTC019656,CHOW SHYAM INFRASTRUCTURE PRIVATE LIMITED,COMPANY,companies_registry
U45203AS2012PTC010926,SUNRISE INFRATECH PRIVATE LIMITED,COMPANY,companies_registry
U45209AS2012PTC010923,NBR REAL ESTATE & DEVELOPERS PRIVATE LIMITED,COMPANY,companies_registry
U45209AS2013PTC011519,AERO CITY BUILDCON PRIVATE LIMITED,COMPANY,companies_registry
U45209AS2013PTC011550,SREE BAJRANG INFRACON PRIVATE LIMITED,COMPANY,companies_registry
U45209AS2013PTC011641,REEGRAAJ ALBANIL PRIVATE LIMITED,COMPANY,companies_registry
U45209AS2021PTC022028,KUSHAL KUMAR TALUKDAR PRIVATE LIMITED,COMPANY,companies_registry
U80200AS2024PTC026713,SQH INNOVATION PRIVATE LIMITED,COMPANY,companies_registry
U80212AS2010PTC009957,UDAY INDIA ENTERPRISE PRIVATE LIMITED,COMPANY,companies_registry
U80301AS2021PTC020959,NIMZAM ENTERPRISE PRIVATE LIMITED,COMPANY,companies_registry
U80301AS2022OPC023452,GORKHA INSTITUTE OF COMPUTER (OPC) PRIVATE LIMITED,COMPANY,companies_registry
U80301AS2022PTC023472,SCORDEMY EDUCATION PRIVATE LIMITED,COMPANY,companies_registry
U80301AS2022PTC023747,AXOM WISDOM PARK PRIVATE LIMITED,COMPANY,companies_registry
U80302AS2008PTC008733,ASSAM INFORMATION TECHNOLOGY EDUCATION PRIVATE LIMITED,COMPANY,companies_registry
U80900AS2019PTC019080,EUPHONY EDUCATION PRIVATE LIMITED,COMPANY,companies_registry
U80900AS2020PTC020273,ONSITE ACADEMY PRIVATE LIMITED,COMPANY,companies_registry
U80900AS2021PTC021037,EXCELLENCE ACADEMY OF INFORMATION TECHNOLOGY PRIVATE LIMITED,COMPANY,companies_registry
U80902AS2017PTC017930,SEFSS EDUCATIONAL CONSULTANCY PRIVATE LIMITED,COMPANY,companies_registry
U80902AS2019NPL019509,TAULYA FOUNDATION,COMPANY,companies_registry
U80902AS2021NPL021178,TANI FOUNDATION,COMPANY,companies_registry
U80902AS2022PTC023302,NORLACK INSTITUTE PRIVATE LIMITED,COMPANY,companies_registry
U80903AS2005PTC007884,ELITE EDUCARE PRIVATE LIMITED,COMPANY,companies_registry
U80903AS2013PTC011671,TRANS INSTITUTE OF TECHNOLOGY PRIVATE LIMITED,COMPANY,companies_registry
U80903AS2014PTC011812,HOLY HOME EDUCATION PRIVATE LIMITED,COMPANY,companies_registry
U80903AS2021OPC021730,BANYAN TREE INNOVATIONS (OPC) PRIVATE LIMITED,COMPANY,companies_registry
U80903AS2022PTC022658,STEMOPHILIA PRIVATE LIMITED,COMPANY,companies_registry
U80903AS2022PTC022804,BRAINTECH LEARNING LEVERAGE PRIVATE LIMITED,COMPANY,companies_registry
U80904AS2020PTC019879,BIPROZ SOLUTIONS PRIVATE LIMITED,COMPANY,companies_registry
U80904AS2022OPC023617,SAGESSE EDUTECH (OPC) PRIVATE LIMITED,COMPANY,companies_registry
U25199AS2011PTC010854,CONTINENTAL TECHNOPLAST PRIVATE LIMITED,COMPANY,companies_registry
U25201AS1987PTC002661,ADITEE TEA COMPANY PVT LTD,COMPANY,companies_registry
U25206AS1988PLC002974,M S LUIT POLY PACKS LIMITED,COMPANY,companies_registry
U25207AS2014PTC011810,PLUTON PLASTIC PRIVATE LIMITED,COMPANY,companies_registry
U25209AS1973PTC001431,PLOYFAB INDIA PVT LTD,COMPANY,companies_registry
U25209AS1981PTC001891,TECHNOTIVE EASTERN PRIVATE LIMITED,COMPANY,companies_registry
U25209AS1982PTC001980,GOLAGHAT POLYTHENE PRODUCTS PVT LTD,COMPANY,companies_registry
U25209AS1983PTC002086,UTILITY PLASTICS PVT LTD,COMPANY,companies_registry
U25209AS2000PTC006348,NEW ASOM POLY PRODUCTS PRIVATE LIMITED,COMPANY,companies_registry
U25209AS2013PTC011445,DEUDUAR INDUSTRIES INDIA PRIVATE LIMITED,COMPANY,companies_registry
U25209AS2017PTC018197,PRECAUTION HEALTHCARE PRIVATE LIMITED,COMPANY,companies_registry
U25209AS2023PTC024135,PARKESINE PLASTICS & CHEMICALS PRIVATE LIMITED,COMPANY,companies_registry
U26109AS2024PTC027072,FITAS ROBOTICS & EMBEDDED SYSTEMS PRIVATE LIMITED,COMPANY,companies_registry
U26941AS1997PLC005279,RCL CEMENTS LIMITED,COMPANY,companies_registry
U26942AS1995PTC004567,JUMBO CEMENTS (INDIA) PRIVATE LIMITED,COMPANY,companies_registry
U26942AS1999PTC005848,SRI BALAJI CEMENTS PRIVATE LIMITED,COMPANY,companies_registry
U26950AS2013PTC011528,KARBI ANGLONG INDUSTRIES PRIVATE LIMITED,COMPANY,companies_registry
U26950AS2019PTC019634,RAAR CONCRETE PRIVATE LIMITED,COMPANY,companies_registry
U26956AS1972PTC001374,LAXMI CEMENT PRODUCTS & INDUSTRIES PVT L TD,COMPANY,companies_registry
U26956AS1973PTC001410,FRONTIER ENGG.(PRESTRESSED CONCRETE) PVT LTD,COMPANY,companies_registry
U27101AS1993PTC004045,ARROW ALLOYS PVT LTD,COMPANY,companies_registry
U27101AS1998PTC005411,KOLLONG VALLEY ENTERPIRSES PVT LTD,COMPANY,companies_registry
U27101AS1998PTC005517,TRIMURTI INDIA PVT LTD,COMPANY,companies_registry
U27101AS2012PTC011335,SHIVAM ALLOYS & MINING INDIA PRIVATE LIMITED,COMPANY,companies_registry
U73100AS2014NPL011785,NEOMICS RESEARCH FOUNDATION,COMPANY,companies_registry
U73100AS2020NPL019959,NER TEXTILES AND HANDICRAFTS CONFEDERATION,COMPANY,companies_registry
U73100AS2022PTC023070,LEOFELIS INSTRUMENTS PRIVATE LIMITED,COMPANY,companies_registry
U73100AS2024PLC027108,SAKSHYAR NETWORK ATTESTATION LIMITED,COMPANY,companies_registry
U73200AS2019PTC019330,URUVYACAS RESEARCH AND TECHNOLOGICAL SOLUTIONS PRIVATE LIMITED,COMPANY,companies_registry
U24232AS1964PTC001220,STANDARD DRUG & MEDICAL ENTERPRISE PVT L TD,COMPANY,companies_registry
U24232AS1979PTC001772,AKASH PHARMA PVT LTD,COMPANY,companies_registry
U24232AS1979PTC001777,ASSAM SURGICAL AND PHARMACEUTICALS PVT LTD,COMPANY,companies_registry
U24232AS1989PTC003198,CHARISMA PHARMACEUTICALS PVT LTD,COMPANY,companies_registry
U24232AS2014PTC011768,ARISE HERBOCEUTICALS PRIVATE LIMITED,COMPANY,companies_registry
U24232AS2014PTC011855,RENFRED PHARMA PRIVATE LIMITED,COMPANY,companies_registry
U24233AS2015PTC012006,INDOK LIFESCIENCE PRIVATE LIMITED,COMPANY,companies_registry
U24234AS1994PLC004234,MARINE MIDLANDS FINANCE LTD,COMPANY,companies_registry
U24239AS2022PTC022774,REPOLO PHARMA PRIVATE LIMITED,COMPANY,companies_registry
U24248AS2007PTC008346,ASSAM SUGANDHI PRIVATE LIMITED,COMPANY,companies_registry
U24290AS2021OPC021792,RAKSHAVET (OPC) PRIVATE LIMITED,COMPANY,companies_registry
U24290AS2021PTC021185,CD AMOR WORLD PRIVATE LIMITED,COMPANY,companies_registry
U24290AS2022OPC022529,RANAMITA MEDICAL SERVICES (OPC) PRIVATE LIMITED,COMPANY,companies_registry
U25111AS1988PTC003157,NAND TYRE INDUSTRIES PVT LTD,COMPANY,companies_registry
U52292AS2025PTC027765,ECO MARITIME SHIP MANAGEMENT PRIVATE LIMITED,COMPANY,companies_registry
U52339AS2020PTC020138,AL-HAYY PRIVATE LIMITED,COMPANY,companies_registry
U52390AS2018PTC018698,VODABAZAR ONLINE SERVICE PRIVATE LIMITED,COMPANY,companies_registry
U52390AS2021PTC021799,KAZIRANGA MART PRIVATE LIMITED,COMPANY,companies_registry
U52399AS2009PTC009168,BRAHMAPUTRA MULTI TRADE PRIVATE LIMITED,COMPANY,companies_registry
U52399AS2009PTC009210,PNS MERCANTILE PRIVATE LIMITED,COMPANY,companies_registry
U52399AS2012PTC011180,THOUSAND MILES BUSINESS VENTURES PRIVATE LIMITED,COMPANY,companies_registry
U52399AS2019PTC019644,AIRS LEAF PRIVATE LIMITED,COMPANY,companies_registry
U52399AS2020OPC019907,AFTAR ENTERPRISE (OPC) PRIVATE LIMITED,COMPANY,companies_registry
U52399AS2021PTC021828,ONE MIND MATTERS PRIVATE LIMITED,COMPANY,companies_registry
U52520AS2021PTC021175,SUNRISEX DAILY NEEDS PRIVATE LIMITED,COMPANY,companies_registry
U52590AS2009PTC009440,AVAIL MARKETING PRIVATE LIMITED,COMPANY,companies_registry
U52590AS2009PTC009448,GOODLINK MARKETING PRIVATE LIMITED,COMPANY,companies_registry
U52590AS2010PTC009576,SARTHEBARI MARKETING PRIVATE LIMITED,COMPANY,companies_registry
U52590AS2020PTC019882,NCA EXPORT PRIVATE LIMITED,COMPANY,companies_registry
U52590AS2021PTC022385,BORAGAON WINES PRIVATE LIMITED,COMPANY,companies_registry
U52599AS2010PTC010125,SAHODAYA MARKETING PRIVATE LIMITED,COMPANY,companies_registry
U52599AS2022PTC022557,MICROQODE AERODYNAMIC BUSINESS CORRESPONDENCE INDIA PRIVATE LIMITED,COMPANY,companies_registry
U52599AS2022PTC023606,NE END TO END SALES AND DISTRIBUTION PRIVATE LIMITED,COMPANY,companies_registry
U52602AS2022PTC023518,SRA EMPORIUM PRIVATE LIMITED,COMPANY,companies_registry
U52609AS2017PTC017894,CMHUT RETAIL PRIVATE LIMITED,COMPANY,companies_registry
U52609AS2022PTC022655,AYESHA CAR BAZAR PRIVATE LIMITED,COMPANY,companies_registry
U52609AS2022PTC023278,DL ELECTRONICS & TRADING PRIVATE LIMITED,COMPANY,companies_registry
U74102AS2025PTC027604,VAMA VITA PRIVATE LIMITED,COMPANY,companies_registry
U74110AS1983PLC002034,ASSAM VEGITABLE AND OIL PRODUCTS LTD,COMPANY,companies_registry
U74110AS2012PTC010970,WOODCHIP GAMING PRIVATE LIMITED,COMPANY,companies_registry
U74110AS2013PTC011456,CONFETTI HOLDINGS PRIVATE LIMITED,COMPANY,companies_registry
U74140AS1979PTC001796,ACHATES (INDIA) PVT LTD,COMPANY,companies_registry
U74140AS1986PTC002531,KEY RESOURCE PRIVATE LIMITED,COMPANY,companies_registry
U74140AS1987PTC002715,IM CONSULTANTS PVT LTD,COMPANY,companies_registry
U74140AS2002PTC006920,INFOVALLEY EDUCATIONAL AND RESEARCH PRIVATE LIMITED,COMPANY,companies_registry
U74140AS2005PTC007808,ABBL CONSULTANCY SERVICES PRIVATE LIMITED,COMPANY,companies_registry
U74140AS2007PTC008418,LUIT MANAGEMENT SERVICES PRIVATE LIMITED,COMPANY,companies_registry
U74140AS2009PTC008998,MULTIFIN SOLUTIONS PRIVATE LIMITED,COMPANY,companies_registry
U74140AS2009PTC009094,BABOSA CONSULTANCY PRIVATE LIMITED,COMPANY,companies_registry
U74140AS2010PTC009700,ADITYA ADVISORY SERVICES PRIVATE LIMITED,COMPANY,companies_registry
U74140AS2013PLC011410,BANGA LAKSHMI MUTUAL BENEFIT COMPANY LIMITED,COMPANY,companies_registry
U74140AS2015PTC012054,LAVENDER INFOCOM AND SERVICES PRIVATE LIMITED,COMPANY,companies_registry
U74140AS2016OPC012381,ACCSYS INDIA (OPC) PRIVATE LIMITED,COMPANY,companies_registry
U27104AS1971PTC001353,ASSAM STEEL & INDUSTRIES PVT LTD,COMPANY,companies_registry
U27104AS1985PTC002316,GEMSON MELT PRIVATE LIMITED,COMPANY,companies_registry
U27104AS2005PTC007653,DULARI ISPAT PRIVATE LIMITED,COMPANY,companies_registry
U27107AS1988PTC003017,BAJRANG JUTE PRIVATE LIMITED,COMPANY,companies_registry
U27109AS2008PTC008749,SHIVPARAS ENTERPRISES PRIVATE LIMITED,COMPANY,companies_registry
U27209AS2013PTC011674,SHALINI ROOFING PRIVATE LIMITED,COMPANY,companies_registry
U27300AS1988PTC002934,CACHAR METALS PVT LTD,COMPANY,companies_registry
U27310AS1987PTC002770,GRISTAIN CASTINGS PVT LTD,COMPANY,companies_registry
U27310AS2021PTC022288,MODERNA ISPAT PRIVATE LIMITED,COMPANY,companies_registry
U28110AS2012PTC011287,WONDER ROOF INDIA PRIVATE LIMITED,COMPANY,companies_registry
U28122AS1977PTC001689,BUILDWORTH PVT LTD,COMPANY,companies_registry
U50100AS2009PTC009346,BORAH MOTORS PRIVATE LIMITED,COMPANY,companies_registry
U50101AS1999PTC005749,OVERLAND AUTO PRIVATE LIMITED,COMPANY,companies_registry
U50102AS2010PTC009893,GHOSH BROTHERS AUTO SALES PRIVATE LIMITED,COMPANY,companies_registry
U50102AS2012PTC011222,M G T MOTORS (AUTOMOBILES) PRIVATE LIMITED,COMPANY,companies_registry
U50200AS2015PTC012070,DEV AUTO PRIVATE LIMITED,COMPANY,companies_registry
U50300AS2015PTC012130,SUNDARAM MAHADEO AUTOWORLD PRIVATE LIMITED,COMPANY,companies_registry
U50400AS2017PTC017874,GUPTA WHEELS PRIVATE LIMITED,COMPANY,companies_registry
U50400AS2017PTC018193,JAGANNATH VAHAN PRIVATE LIMITED,COMPANY,companies_registry
U50401AS2019PTC018991,FUNSHINE AUTOMOBILES PRIVATE LIMITED,COMPANY,companies_registry
U51101AS1988PTC002949,DT INDIA PVT LTD,COMPANY,companies_registry
U51101AS2002PTC006773,EASY WAY INDIA PRIVATE LIMITED,COMPANY,companies_registry
U51101AS2002PTC006775,PURBANCHAL MERCANTILES PRIVATE LIMITED,COMPANY,companies_registry
U51101AS2013PTC011447,SKC LOGISTICS PRIVATE LIMITED,COMPANY,companies_registry
U51109AS1988PTC003111,DHATU UDYOG PVT LTD,COMPANY,companies_registry
U51109AS1993PTC004035,FLOTECH MARKETING AND SERVICES PVT LTD,COMPANY,companies_registry
U51109AS1997PTC005053,SURANA ESSENTIALS PVT LTD,COMPANY,companies_registry
U51109AS1998PTC005337,RP ASSOCIATES PVT LTD,COMPANY,companies_registry
U51109AS1999PTC002732,SUNVALLEY HORTICULTURE &FARMS PVT. LTD.,COMPANY,companies_registry
U51109AS2000PTC006041,MILLENIUM INDIA PRIVATE LIMITED,COMPANY,companies_registry
U51109AS2000PTC006146,BORAH BROTHERS PRIVATE LIMITED,COMPANY,companies_registry
U51109AS2003PTC007000,RAMDHENU MARKETING INDIA PRIVATE LIMITED,COMPANY,companies_registry
U51109AS2003PTC007278,VIGOR MARKETING PRIVATE LIMITED,COMPANY,companies_registry
U51109AS2004PTC007587,BR COMBINE PRIVATE LIMITED,COMPANY,companies_registry
U51109AS2005PTC017660,REMIX DEALERS PRIVATE LIMITED,COMPANY,companies_registry
U51109AS2011PTC010514,ALLEVIATE LIFESCIENCE PRIVATE LIMITED,COMPANY,companies_registry
U51109AS2011PTC010616,GYANJYOTI REALMARK PRIVATE LIMITED,COMPANY,companies_registry
U74899AS1991PTC009016,JAJU DEVELOPERS PRIVATE LIMITED,COMPANY,companies_registry
U74900AS2002PTC021023,VULCAN INSURANCE SERVICES PRIVATE LIMITED,COMPANY,companies_registry
U74900AS2009PTC009239,MEGHNA MARKETING PRIVATE LIMITED,COMPANY,companies_registry
U74900AS2009PTC009247,SKY AIRHOSTESS ACADEMY PRIVATE LIMITED,COMPANY,companies_registry
U74900AS2009PTC009390,MINKU EXPRESS PRIVATE LIMITED,COMPANY,companies_registry
U74900AS2010PLC010098,SPANDAN BEAUTY CARE LIMITED,COMPANY,companies_registry
U74900AS2010PTC009969,AGILEON SECURITY SYSTEMS PRIVATE LIMITED,COMPANY,companies_registry
U74900AS2013PLC011543,DINHATA ARENA GOLD LIMITED,COMPANY,companies_registry
U74900AS2015PTC012122,TESLA NETWORKING AND SOLUTIONS PRIVATE LIMITED,COMPANY,companies_registry
U45201AS1998PTC005489,OBERON CONSTRUCTIONS PVT LTD,COMPANY,companies_registry
U45201AS2004PTC007577,KESAR CONSTRUCTIONS PRIVATE LIMITED,COMPANY,companies_registry
U45201AS2004PTC017955,ADITYA CONTINENTAL DEVELOPERS INDIA PRIVATE LIMITED,COMPANY,companies_registry
U45201AS2008PTC008636,YUVRAJ REALTORS PRIVATE LIMITED,COMPANY,companies_registry
U45201AS2008PTC008667,BKC NIRMAN PRIVATE LIMITED,COMPANY,companies_registry
U45201AS2008PTC008686,YEAST DEVELOPERS PRIVATE LIMITED,COMPANY,companies_registry
U45201AS2008PTC008714,HIGH VISION INFRASTRUCTURE PRIVATE LIMITED,COMPANY,companies_registry
U45201AS2008PTC008793,SURFACE DEVELOPERS & DESIGNS PRIVATE LIMITED,COMPANY,companies_registry
U45201AS2008PTC008821,GREAT INDIA INFRACON PRIVATE LIMITED,COMPANY,companies_registry
U45201AS2009PLC009556,NOBO BIKASH DEVELOPERS LIMITED.,COMPANY,companies_registry
U45201AS2010PTC009819,BL INFRACON PRIVATE LIMITED,COMPANY,companies_registry
U45201AS2010PTC009875,NABAKRIST CONSTRUCTIONS PRIVATE LIMITED,COMPANY,companies_registry
U45201AS2010PTC010129,DIK DARSHAN CONSTRUCTIONS PRIVATE LIMITED,COMPANY,companies_registry
U45201AS2010PTC010137,B.B. REALCON PRIVATE LIMITED,COMPANY,companies_registry
U45201AS2012PTC011154,RBS & S CONSTRUCTIONS PRIVATE LIMITED,COMPANY,companies_registry
U45201AS2014PTC011795,PURITY CONSTRUCTION PRIVATE LIMITED,COMPANY,companies_registry
U45201AS2015PTC012205,ZARNA ESTATES PRIVATE LIMITED,COMPANY,companies_registry
U45201AS2015PTC012210,GRAND CONSTRUCTIONS PRIVATE LIMITED,COMPANY,companies_registry
U45201AS2020PTC020110,NYK ASSOCIATES PRIVATE LIMITED,COMPANY,companies_registry
U45201AS2021OPC021386,NHAMSP CONSTRUCTION (OPC) PRIVATE LIMITED,COMPANY,companies_registry
U56290AS2023PTC025674,FUSION SYNERGY TEA PRIVATE LIMITED,COMPANY,companies_registry
U58111AS2024PTC027183,VRITIKSHA TECH PRIVATE LIMITED,COMPANY,companies_registry
U58200AS2024PTC027398,ASSUREBITES TECHNOLOGIES PRIVATE LIMITED,COMPANY,companies_registry
U59112AS2023PTC025486,ZAIZOOG CINEVERSE PRIVATE LIMITED,COMPANY,companies_registry
U60200AS2024PTC026460,SHONALI TAKSHAK INFOTAINMENT PRIVATE LIMITED,COMPANY,companies_registry
U60231AS1990PTC003402,GLOBTIK CARRIERS PVT LTD,COMPANY,companies_registry
U60231AS1995PLC004637,ERC INDIA LIMITED,COMPANY,companies_registry
U60231AS1999PTC005833,JARMIN TRANSPORT PRIVATE LIMITED,COMPANY,companies_registry
U60231AS2002PTC006952,ADINATH CARRIERS PRIVATE LIMITED,COMPANY,companies_registry
U61900AS2025OPC028024,TANVEER SOLUTIONS (OPC) PRIVATE LIMITED,COMPANY,companies_registry
U62011AS2023PTC024983,ATIBHA INDIA DEVELOPERS PRIVATE LIMITED,COMPANY,companies_registry
U62013AS2023PTC025038,ANJ QRECEIPTS PRIVATE LIMITED,COMPANY,companies_registry
U62013AS2024PTC026524,LUCKY STAR SOLUTIONS PRIVATE LIMITED,COMPANY,companies_registry
U62013AS2025OPC028090,ENGINIZE SOLUTIONS (OPC) PRIVATE LIMITED,COMPANY,companies_registry
U45309AS1997PTC005192,ESS KAY ENTRADE PVT LIMITED,COMPANY,companies_registry
U45309AS2017PTC017714,DEVICOM COMMUNICATION & INFRASTRUCTURE PRIVATE LIMITED,COMPANY,companies_registry
U45309AS2019PTC019150,MANILA CONSTRUCTION PRIVATE LIMITED,COMPANY,companies_registry
U45309AS2020PTC020056,NARSIMHA VENTURES PRIVATE LIMITED,COMPANY,companies_registry
U45309AS2021PTC021542,SHONALI REAL ESTATES & CONSTRUCTIONS PRIVATE LIMITED,COMPANY,companies_registry
U45309AS2022PTC022748,NEBDA HOUSING PRIVATE LIMITED,COMPANY,companies_registry
U45309AS2022PTC023875,NKR CONSTRUCTIONS PRIVATE LIMITED,COMPANY,companies_registry
U45309AS2023PTC024178,JWNGTHI CONSTRUCTION PRIVATE LIMITED,COMPANY,companies_registry
U45400AS2009PTC009083,KBM HEALTHCARE COMPANY PRIVATE LIMITED,COMPANY,companies_registry
U45400AS2009PTC009472,PE CONSTRUCTION COMPANY PRIVATE LIMITED,COMPANY,companies_registry
U45400AS2013PTC011454,R B ENGINEERING & CONSULTANTS PRIVATE LIMITED,COMPANY,companies_registry
U45400AS2013PTC011506,NANDANI INFRA DEVELOPERS PRIVATE LIMITED,COMPANY,companies_registry
U45400AS2021PTC021061,UBIVY BUILDERS PRIVATE LIMITED,COMPANY,companies_registry
U45400AS2021PTC021197,DMJALLIANCE PRIVATE LIMITED,COMPANY,companies_registry
U45400AS2021PTC021930,RANBOW CONCEPT ENTERPRISES PRIVATE LIMITED,COMPANY,companies_registry
U70109AS1983PTC002091,GANGAPRASAD NOPATRAY PVT LTD,COMPANY,companies_registry
U70109AS1987PTC008550,MAHADEOLAL HARIRAM PVT LTD,COMPANY,companies_registry
U70109AS2010PTC010267,FRIENDS CREATION AND REAL ESTATE PRIVATE LIMITED,COMPANY,companies_registry
